characterId,guildId,role
eff79c32-31ce-448e-8298-d9d48294e006,b473f6a8-a138-47c0-a9df-dc26f9c44159,leader
1f8e5411-47b5-4366-b8b4-fcf019195c61,13a7f786-6030-4de0-bb6e-79d6a7b7f7e3,leader
44de76f3-e46d-4f50-9472-12709603f801,b347a95c-ca8b-41ea-9f29-6783366551d6,officer
889d54e8-3cac-4ca0-bdda-f44a31af5bc2,5469c24f-e170-48d9-bc01-e662350ea21e,member
f1838f82-5ae5-42d9-87fe-7b1495c4b025,1cc9c3db-a0d5-4a56-b57b-a023084827ba,member
ee150b3d-eca1-4726-9360-f6cffc79f638,71be0821-6a89-4d89-a833-1a84fe93c183,member
bfe36b62-2494-4b87-82f2-c8eb747a25ac,ef772693-b366-47ba-abb3-6f9cda3be6f3,member
3a1b38a5-249d-4b84-9182-d73b575c0f5f,14dc52f4-dc8c-486e-9228-e2a25d824bd0,member
b77ce7c5-4764-4b97-92e7-1589d66cf85d,be48c3c4-fd60-42d0-9f34-dfd76e7c605d,member
5d992d81-7797-4186-819e-954d5969c164,5013ad54-5261-43e3-86d6-596655bf5617,member
be0a13c6-9e50-4fc3-9af5-b423bae92f7c,5a6c44ff-359e-42df-ade8-4858b263e8a8,member
0f0aa93a-ce77-438e-8b0f-9e1a786e962e,c66078af-6de7-4976-b8f9-70bfba71b7df,member
a12b378b-dc66-405b-b292-8f3955d1845b,a9fa38a4-2344-459e-bac5-6789798957ca,member
6a5a9c41-7703-42c2-a8db-158a011b7497,adbd45af-5bfd-43dd-b89f-465c3c1f6d1b,officer
58d10e4a-6e8c-4d1d-b1af-c18273910a2b,53bd49de-4b45-42d1-aa70-674dc95e1a61,member
a87b9603-2048-4dc9-a819-ef73bd82a63e,1b093480-035c-4fec-8c85-66dc81e7d931,member
8058f8d4-49fa-4395-86ef-9d5a67a0a7f9,759d0cd7-4fc9-4bc6-a736-b1bccbc09f12,member
d06da9be-a85a-43fa-8313-760d024d26ba,425bc6d9-4746-4ae5-9f79-19df9a09b9a4,member
c481634a-c3f7-4109-b494-d5684d430ad2,a77e67df-f12f-4e99-92d0-7ea532b26df5,member
6430ceb8-7c62-43bf-b1e7-e5b366aefd00,4037182b-1b3f-448e-b2cc-a4af5b4cf281,member
0341287a-978f-42a9-b5d4-0bcd2d5a8e60,36af79d5-e241-4430-b5d4-fb869bce7645,member
8e26cfed-f9b6-413a-808d-75d5cc12fe2c,c9d48605-d0ab-496a-a5e4-340347d8368d,member
7226bb2d-adb8-4491-bdfc-9102b674261c,59b13988-5c60-454d-9aaf-1a10979694ff,member
6cc17f93-a7ea-4cf6-bbb7-5c61ed449baf,4a39420f-0bf1-4990-8c91-2f6b72e94d41,member
3ebde76f-588e-4b00-a5d3-2863ce8e0319,3b5a7d4f-6497-49ea-8616-8b303d32b1df,officer
b4adeefd-ef3d-4dfa-9441-6af5553508a6,26207583-c3c1-4d96-bc6a-15fa3ac5bdde,member
e78418bc-7d66-447e-9c2f-2984882fc9c8,ee2cd7b7-1658-4e8f-b0c3-27d48a7c4dde,member
d5741e6a-285f-4a73-9374-a6d6622fa2d8,dbc66fc1-e413-4726-88b9-989fd2b3e589,leader
3ea6dba9-2b61-4366-ae5f-52cc5cca0252,449f3ad6-c1db-4417-be4e-e35b960a8bbe,leader
8ffc6450-7efa-46a2-b893-c2e2c8eb838c,0f80c4de-7ef3-437f-8528-542e88eba36a,leader
2adc994e-6f0b-418a-a5a6-be2c2ab9e2b3,c0992e25-0769-494d-a0a7-b6e1ff2aa4e0,leader
3502a2e4-9ef4-41a9-b1b3-d4246afee7fc,dd3c4caf-d4ea-48eb-bf92-595c1f6cb6be,leader
86dd411a-acb0-488f-8216-4ecf1553da08,12e331a7-9181-4219-981c-4d9f777628aa,leader
2fbaa2ee-3e09-47b0-afac-eaed407f3e12,072954c4-98a5-4e92-8140-3911f709895f,leader
c464c38f-2194-4e40-a30f-d1d28f9dbdb7,c3baf446-5186-4cc6-a26b-3e13a14e71d6,leader
1b0eac25-cccf-4a8b-80d6-c34447c67a4a,fbe7bd55-5797-4291-b2f1-4922446091ef,officer
fa13e505-baf9-442c-9956-feb5fb9de24d,78bd8f02-5813-473b-840b-6854aeb3a5cc,leader
9fa9ce3d-a9ec-42f5-9f0a-f91879a5a746,6d3f8898-a6b1-4bd8-8216-46edef2b1d03,leader
ad133901-b043-4564-bc45-4ab71235b321,6d1befe8-4ac8-4077-89c3-54456dca044c,leader
12584dda-ff96-4eab-9d86-24887d08d617,c44418e7-400f-4891-ba78-508ea6f16bc3,leader
5c81a097-c82e-4caf-9db7-3c12de986fab,db2473ed-55f4-4dbe-a11e-8ba897437a13,leader
75171b4b-6fec-45dd-8204-831f81ba0a9b,b88681cf-8e59-4208-89cc-221239da5868,leader
aaece4e5-8e54-447c-abc7-0bc7c738861b,15d5bf62-dcda-4ff8-ac51-607d801159c6,leader
daac33ce-fe07-4505-97ec-3ef9b0cd7d33,115dc78f-b056-4a70-8e48-2e478fade2a7,leader
2e002871-cc90-433a-bf1a-cdca9af0d1a2,7c091030-1d1b-4f66-b1cc-4447500146c1,leader
3e2710c2-e97a-4cea-8b9f-5ceddc8299c9,4e922bd0-0885-4ea4-9481-cb2a92c704e9,leader
6efb0f09-0a65-4fbc-85a3-fc80056c2130,653a4331-2fb8-4396-b047-13cd3f261f9f,officer
6fee0b18-fff2-44a1-813c-6ce9968302df,7a7a813f-f2c9-4c77-95af-1cb2948b71d1,leader
26acc93a-eea9-48b7-ada7-246b17ba8f62,5d3df395-3289-4cf4-9d5e-3cd5ae2adb09,leader
6b04d79b-b786-48da-88ea-3edec50f97ff,f7febd12-0dd5-45e5-b438-5104954dbcc2,leader
91007001-5d2d-48a0-90ba-4db539e5006c,29e4584d-ccbd-40a6-b616-022329069d2f,leader
f7bedf21-e0da-479a-8000-9a447d645d34,a498d55d-e29a-4c6b-bc21-5e472965451b,leader
d6d590ec-e8ba-48ff-83df-1b8a206f28d9,71742d67-4f23-4823-bff7-6eb58bfbd232,leader
11d670df-bb97-4a95-a6d9-a8d1ab73693f,eb5a44d4-b35b-4800-af7f-d6a7d5f7515f,leader
9a59e217-10ce-4629-a880-ebafb81ca450,29e25208-4d95-4e3d-8a16-3fdfa95f7c97,leader
b6aab006-fd4d-412a-9b3d-a7b61dc5163d,536d1e73-791b-4ce2-8ce4-a5566cae92c8,leader
72625f9c-3c3d-40ea-99ac-3b4b7b1b17a5,a666a68a-9f39-4252-8799-86920152a358,leader
9c709e74-6547-4ed1-bce1-9d8460c4879d,573098f2-4d41-4c35-a67e-1bce98775933,officer
eb978fc8-a428-4676-8d62-c39ccad36052,1f4acd6b-8382-403c-9566-a537459ff150,leader
3fffa754-4c29-4446-b48e-f596e86a5409,71fcf715-7898-4bff-8d11-2a95fb82a6ba,leader
39eefe8b-cd41-4d9e-904c-981a0f06a333,93f999e9-b70a-4d7d-9407-46c311fb65d4,leader
17e3f92a-fa8e-48bd-aeec-e784fdef7059,39cf86f1-a550-401d-92bc-2d667c9e6ac2,leader
cfeb8ab0-ada4-4312-ab83-78c47189f582,0b58916a-5c6b-4317-8020-9832416fec46,leader
e943e393-03d2-469c-9df1-049789c1c1ef,33db0efc-1fcd-46bd-8c2e-49c2fd1883f3,leader
2e746891-360c-4236-9a64-5dc2327f2e0a,627bc3f2-b447-4d7d-875d-997bdaaca628,leader
f60e9e0a-1a86-4ab5-a1d3-7c8744469726,97bf8f03-0cb0-4c85-af4b-6968891bc945,leader
42faee83-4cdb-4bc6-bca7-e1b1264d4a91,dbc66fc1-e413-4726-88b9-989fd2b3e589,officer
ce32e88a-63c2-42bb-bf2b-46ef6c991bfa,449f3ad6-c1db-4417-be4e-e35b960a8bbe,officer
5a52cec5-4467-4879-b349-8c9f8ee842e1,3bdf886a-d23e-4e8c-81fe-74523dde9b0f,officer
3801166f-bd7a-42a6-9204-c78a89868bea,0f80c4de-7ef3-437f-8528-542e88eba36a,officer
bd51b6c1-81b5-4b3a-8d31-d0f8817119a1,c0992e25-0769-494d-a0a7-b6e1ff2aa4e0,officer
0c80b65a-3627-4e6d-b7a1-70866e453898,dd3c4caf-d4ea-48eb-bf92-595c1f6cb6be,officer
f7323b0d-295a-4322-a64c-81c6a00ce763,12e331a7-9181-4219-981c-4d9f777628aa,officer
246f559a-2869-42ad-9fcc-a2aa9415561b,072954c4-98a5-4e92-8140-3911f709895f,officer
9dcc1935-b1a1-4750-9210-c83d640aa0d1,c3baf446-5186-4cc6-a26b-3e13a14e71d6,officer
f8bfe5ec-391b-45cd-aaba-e740fd258bca,78bd8f02-5813-473b-840b-6854aeb3a5cc,officer
5297f708-2821-4638-aed5-706ccd876a53,6d3f8898-a6b1-4bd8-8216-46edef2b1d03,officer
e3436dea-bb03-4e0a-94dd-1c5359cc33ea,6d1befe8-4ac8-4077-89c3-54456dca044c,officer
a9c03f9e-9144-4627-85d8-a3507005f9f4,c44418e7-400f-4891-ba78-508ea6f16bc3,officer
7c265ac1-e240-4b47-b550-ead4a6cd90cc,c53d31eb-357b-4a1a-808b-bbc215018c98,officer
544d4843-cf8a-4d68-ba95-ce3dd1ab6fd3,db2473ed-55f4-4dbe-a11e-8ba897437a13,officer
c0f81e04-729d-4724-bbe7-6f03a6951cde,b88681cf-8e59-4208-89cc-221239da5868,officer
3336f36f-01e0-4231-a574-02ab2f1ad1a9,15d5bf62-dcda-4ff8-ac51-607d801159c6,officer
b491f931-25c1-4c0e-8457-088cf826ed9b,115dc78f-b056-4a70-8e48-2e478fade2a7,officer
39181c6e-29f2-434f-bc39-a0b13bd3cb65,7c091030-1d1b-4f66-b1cc-4447500146c1,officer
c8e61b19-ebcb-495c-b466-6deb270bfcb2,4e922bd0-0885-4ea4-9481-cb2a92c704e9,officer
3b82e666-c6c6-482d-abbd-1f629e06d3bd,7a7a813f-f2c9-4c77-95af-1cb2948b71d1,officer
5f71f2df-4250-4651-b293-8a3a8f3d6942,5d3df395-3289-4cf4-9d5e-3cd5ae2adb09,officer
ce93a464-0d8e-4803-bcb0-a6c8af34a5ac,f7febd12-0dd5-45e5-b438-5104954dbcc2,officer
f7086b04-0e23-4d9f-88b5-8acbdaee4224,29e4584d-ccbd-40a6-b616-022329069d2f,officer
c68a0c98-c240-4eca-93d5-1c1e94e6ec2a,b7105359-934f-4c9a-a67f-ec9007cef35e,officer
6ee178d2-874a-48c9-adaa-6c154e873474,a498d55d-e29a-4c6b-bc21-5e472965451b,officer
b07b2fdd-7b8b-4c1e-8d6e-eeb292212c29,71742d67-4f23-4823-bff7-6eb58bfbd232,officer
952ea87c-f698-4d07-a4d9-5a05b5c69f32,eb5a44d4-b35b-4800-af7f-d6a7d5f7515f,officer
9a2748da-1136-4acd-a7f8-a13190d2eaa2,29e25208-4d95-4e3d-8a16-3fdfa95f7c97,officer
2a451519-8fb7-40c4-9d64-674edc2353ef,536d1e73-791b-4ce2-8ce4-a5566cae92c8,officer
a3bf04cd-db93-4801-b627-b2baa36f6f4b,a666a68a-9f39-4252-8799-86920152a358,officer
c561acf5-f60b-4925-9270-d98408190038,1f4acd6b-8382-403c-9566-a537459ff150,officer
82a406d7-2e58-4d92-8a27-dac6a271cbff,71fcf715-7898-4bff-8d11-2a95fb82a6ba,officer
8136cae2-0380-4f7f-8cb6-44bc27a1f009,93f999e9-b70a-4d7d-9407-46c311fb65d4,officer
62d69d87-752b-4a46-a3c6-d3c69c958a78,39cf86f1-a550-401d-92bc-2d667c9e6ac2,officer
52d6657f-1968-403e-9373-4a3aa5a86896,a4971906-e854-41df-8c85-cb1a19b0216d,officer
f6a1f786-4c22-4239-8911-85c7e286932a,0b58916a-5c6b-4317-8020-9832416fec46,officer
6f1860d3-004f-4e14-97a5-adbc56a87155,33db0efc-1fcd-46bd-8c2e-49c2fd1883f3,officer
3e83311a-6a0b-47a5-9497-9405bf470fa1,627bc3f2-b447-4d7d-875d-997bdaaca628,officer
95affe77-b274-450b-9de2-ee2ba2199c89,97bf8f03-0cb0-4c85-af4b-6968891bc945,officer
d04efe9d-43d2-48ae-ad09-17444f991098,dbc66fc1-e413-4726-88b9-989fd2b3e589,officer
a022b0ae-e7dc-4031-bbba-ece7507dd5ae,449f3ad6-c1db-4417-be4e-e35b960a8bbe,officer
63a422a6-c1d6-4b2d-aa26-f18660e3e978,0f80c4de-7ef3-437f-8528-542e88eba36a,officer
76537c43-f5f7-49fc-b48d-3cc7a2bc5a14,c0992e25-0769-494d-a0a7-b6e1ff2aa4e0,officer
4ed25ad5-f55c-4d7c-b6c7-223dc7199c51,dd3c4caf-d4ea-48eb-bf92-595c1f6cb6be,officer
cc3978b8-fd95-48ac-9259-e3605d25a2b0,12e331a7-9181-4219-981c-4d9f777628aa,officer
2f3c8914-081e-46ce-9b86-89a0c6de3521,3fe195bb-8f6d-4ff5-a0de-6c077b4b57b6,leader
ef255369-14dd-42c5-9395-badb0b0b85f0,b71cef6c-c409-44c2-9f07-be8de6ab4dbf,officer
73b2775a-a088-44cd-a3a6-83a49b4d13ec,072954c4-98a5-4e92-8140-3911f709895f,officer
d2c3a2c2-fc07-48ed-92c1-734380958fce,c3baf446-5186-4cc6-a26b-3e13a14e71d6,officer
bb8009af-ba32-43c3-bb86-af640193fe31,78bd8f02-5813-473b-840b-6854aeb3a5cc,officer
85e34c4d-1f01-4fa3-850f-2c96eb161dae,6d3f8898-a6b1-4bd8-8216-46edef2b1d03,officer
ffa0c587-09ae-4f8c-8b63-dc9e39cb2fdc,6d1befe8-4ac8-4077-89c3-54456dca044c,officer
749f3d85-6a58-47b5-ae6b-5a7eff573d42,c44418e7-400f-4891-ba78-508ea6f16bc3,officer
1bc6e749-403d-4381-9c98-87cb003fbc2f,db2473ed-55f4-4dbe-a11e-8ba897437a13,officer
bbd9d609-220a-4fe1-8c3b-fce61a204ba5,b88681cf-8e59-4208-89cc-221239da5868,officer
c56c5eb9-560a-45c7-95c6-a8353bd46ed4,15d5bf62-dcda-4ff8-ac51-607d801159c6,officer
9c35429f-2b83-49f1-8740-3cab5e441303,115dc78f-b056-4a70-8e48-2e478fade2a7,officer
cbdd94c1-3c1a-4d56-a5ac-7a9d4614f74f,8950b246-8aa8-4448-a4ad-f9a44e6f8ebe,officer
c4f11ace-664f-4403-a8f7-32ecea8b13df,7c091030-1d1b-4f66-b1cc-4447500146c1,officer
50215547-cb64-41b2-9994-3d5e87133987,4e922bd0-0885-4ea4-9481-cb2a92c704e9,officer
5c5b8400-2e93-4067-8afd-f3dd87f5f82d,7a7a813f-f2c9-4c77-95af-1cb2948b71d1,officer
318f2e00-9ed5-4e2f-ad38-82d75a6cb849,5d3df395-3289-4cf4-9d5e-3cd5ae2adb09,officer
755381b8-eb85-4770-b2d5-00847230dcec,f7febd12-0dd5-45e5-b438-5104954dbcc2,officer
dbafb482-25ba-4387-a952-388f477f9f6c,29e4584d-ccbd-40a6-b616-022329069d2f,officer
0747e6ae-c195-4498-bb18-b261ea086569,a498d55d-e29a-4c6b-bc21-5e472965451b,officer
0735d642-6896-43d1-a187-b5d3ae2411c2,71742d67-4f23-4823-bff7-6eb58bfbd232,officer
831a4d19-c200-407c-8836-4ada57eb590c,eb5a44d4-b35b-4800-af7f-d6a7d5f7515f,officer
550d2e19-c002-47a3-bf21-7e29885b3ede,29e25208-4d95-4e3d-8a16-3fdfa95f7c97,officer
0a83af55-1dc9-4323-a86e-132bab8bf10e,b1ae1b46-ee73-4676-b6f5-cdb4419851bc,officer
9d658753-7cde-42d3-b313-17148d6d3d08,536d1e73-791b-4ce2-8ce4-a5566cae92c8,officer
55690daa-0db5-4cd2-ad2d-25e3851ea75b,a666a68a-9f39-4252-8799-86920152a358,officer
d149f198-5b1f-40e7-9a72-bf4d8f755f59,1f4acd6b-8382-403c-9566-a537459ff150,officer
d21fa879-e2f1-45fb-a27d-5124bffa2118,71fcf715-7898-4bff-8d11-2a95fb82a6ba,officer
ed4d7b62-f593-4da3-925d-ed745b2deed7,93f999e9-b70a-4d7d-9407-46c311fb65d4,officer
7f7af98a-dca5-4393-b0c2-f645886ce545,39cf86f1-a550-401d-92bc-2d667c9e6ac2,officer
50ce9a02-f9e1-4c72-8073-6255a0dc1858,0b58916a-5c6b-4317-8020-9832416fec46,officer
a78d0ed9-7f99-4c30-b5c5-18fe0f7c4fda,33db0efc-1fcd-46bd-8c2e-49c2fd1883f3,officer
70a916ff-7abd-44cc-81eb-7762586ec92a,627bc3f2-b447-4d7d-875d-997bdaaca628,officer
cfc7e1fc-0958-4322-b320-78871c829169,97bf8f03-0cb0-4c85-af4b-6968891bc945,officer
a7aa8739-4688-4d23-899c-95c6e9071d6d,96728405-c631-4ec9-bcdd-21567e33bd00,officer
ef53e3ab-805f-402b-9faf-7e97e376f346,dbc66fc1-e413-4726-88b9-989fd2b3e589,member
305f48c1-a763-470b-92ff-72dc94d7bd89,449f3ad6-c1db-4417-be4e-e35b960a8bbe,officer
940b96e2-1f14-40bd-baf6-af6f0f4fa671,0f80c4de-7ef3-437f-8528-542e88eba36a,member
fa6d1dc5-a8d9-4b4a-96e7-92d19c0f7fd9,c0992e25-0769-494d-a0a7-b6e1ff2aa4e0,member
116e049b-9a10-43ae-90af-d576f73d9a3e,dd3c4caf-d4ea-48eb-bf92-595c1f6cb6be,officer
814da36b-a0b6-4ad7-a68b-ca8e5b35819c,12e331a7-9181-4219-981c-4d9f777628aa,member
fd4fd056-47a7-40e2-8d99-29366b525b59,072954c4-98a5-4e92-8140-3911f709895f,member
45a9d545-8e4a-4f39-b1b7-ae7038095bb3,c3baf446-5186-4cc6-a26b-3e13a14e71d6,member
a0fd5f90-6eb8-41b7-92b8-30815e00efac,78bd8f02-5813-473b-840b-6854aeb3a5cc,officer
9bca9039-8f1c-4f6b-8c48-29e434ae0492,6d3f8898-a6b1-4bd8-8216-46edef2b1d03,member
ab8bf9e8-4e62-4cec-9c7d-a082d087a29a,78cc6a99-7cea-4dd5-a04d-d0defda60dcf,officer
b8f90026-92f0-4863-9bd0-398bb0fa27c1,6d1befe8-4ac8-4077-89c3-54456dca044c,member
8656a4b0-c09d-4363-bd00-b7cb8b5fc4a7,c44418e7-400f-4891-ba78-508ea6f16bc3,member
1b338a7a-073a-4e3f-9ce3-582e91b301c2,db2473ed-55f4-4dbe-a11e-8ba897437a13,member
43f37931-d026-40f4-a868-6b7a2ebc6550,b88681cf-8e59-4208-89cc-221239da5868,member
8cc89203-19dd-491e-8a60-64afb63f039b,15d5bf62-dcda-4ff8-ac51-607d801159c6,member
b2def7ef-6a9d-4abc-8496-94406e8c8637,115dc78f-b056-4a70-8e48-2e478fade2a7,officer
d120fa27-0e27-4121-9684-18022cb7c202,7c091030-1d1b-4f66-b1cc-4447500146c1,member
5e3eccfd-809c-4e2e-b565-e72000db3912,4e922bd0-0885-4ea4-9481-cb2a92c704e9,member
94d4d897-0fab-457c-b408-90e9c2142729,7a7a813f-f2c9-4c77-95af-1cb2948b71d1,member
87b56da3-56e5-4efe-967c-4e57cc055032,5d3df395-3289-4cf4-9d5e-3cd5ae2adb09,member
0f99388f-2e1b-4acd-8a9a-a4a739768efe,ddcbadca-b223-4e12-b10f-11838312ddbf,officer
c081554d-8bef-4729-a387-471a400ec7c5,f7febd12-0dd5-45e5-b438-5104954dbcc2,member
7bd08190-ffe3-4a49-9cea-7e797c163d9d,29e4584d-ccbd-40a6-b616-022329069d2f,officer
472e9df6-3872-49f9-80ba-1f8be7cd34bb,a498d55d-e29a-4c6b-bc21-5e472965451b,member
6f119bba-4b8e-422b-a7e5-4fe86f6cb560,71742d67-4f23-4823-bff7-6eb58bfbd232,member
85050517-0805-45da-a59c-e85df6918019,eb5a44d4-b35b-4800-af7f-d6a7d5f7515f,member
4d334b86-3fca-4ff3-abad-611ee13c60d6,f7e9117f-7265-46d5-903c-65d5507ddcb5,leader
6f76d230-a233-41e7-b246-52c2e7656109,7d12b38d-52ef-4fe1-ad11-b14fcccaea32,leader
6a266b98-352d-42a6-99fe-06b1d07b2229,02da254d-bd0c-43bb-88fe-29491845b31b,leader
ac5fe3e5-c30b-4987-9016-81e1745d75ba,0162271d-fb38-4783-a525-eafe333e42c1,leader
d97f6853-c0fe-4c90-9991-5342a298ccb8,73848946-05eb-4453-b5ca-3245de5c1967,leader
1bc20ebb-a488-42f2-91cf-abcc383fa76c,4f7aef35-3b07-4e83-b399-9077c82c762c,leader
5129261e-7871-4d29-abc0-6821cc6d7144,dbbbc2df-16dd-479a-a61d-f943065f7986,leader
48ffd028-52e1-4fcb-a1d6-92759d69c285,05339fae-fd09-46fb-80d8-4c99bb6f5de2,leader
64ce1e66-83b8-4184-9603-ab1e114d2097,a2af290f-2921-4828-881a-81afb90c1686,leader
eb51d4de-db8d-4e5f-9a73-fa10098995c3,cade1908-0f84-43fb-9238-e682cf756690,leader
9b57dae6-55f6-4182-b861-f2e605e307ce,83cd7cc9-558c-474b-a726-fd44c6ff0eca,leader
7424f629-0549-4171-929e-125ec5e7cb86,237d777b-53ca-4833-afbb-1cd17293c0b5,leader
e30fe786-7764-4b57-85dd-4bc28aae7fbf,b2e93279-2483-4697-a818-35070b00d070,leader
f3ffd3e4-db4d-4b5d-bea1-246e6803de0b,fc7f1752-fce1-407b-a292-c2fb269f771f,leader
7fe58132-3e1a-41ed-828c-20118a3072c4,a95e0a2f-3925-4d6c-941c-347605a9cda8,leader
a902ed1e-12d9-43e4-b37c-62533d9c6972,2833b837-0a22-46f0-9d83-8b9384ad1bf5,leader
4a56b2cc-9493-4d9c-bb31-d0864012af26,e672f977-cbf6-4fb0-99bf-08f7bc502aa4,leader
05480691-4be9-474f-8d2a-26883befd517,36865c18-2a6c-4b1b-affd-ca76c528c07d,leader
2833e33a-cce4-4e23-b466-cac28848bdb0,f98c9090-3cb0-47dc-9e9e-6083a8102bda,leader
66363b7a-fc6c-4dfd-8542-6c896c5804dd,c3637064-8471-48fc-b155-00561de840c5,leader
a6feb04f-a160-44d6-823a-d4151693ea02,9bb4dd4f-779f-43e5-8f65-0076d522bbd2,leader
75036c9f-9100-462b-9ee1-901f4c49b785,aee072b4-8b7a-4f70-8143-f341f4fe8081,leader
b7117896-adc4-4303-9638-4fd417472789,7308dbaf-4654-47fe-897c-e528c72db9fa,leader
7eaa8065-1811-401a-8b34-9f9d6cc449a4,933473d2-3f5d-4d88-bcc7-d1feb7d83209,leader
76fd62ac-662a-4020-8966-06211a14179c,cf3a0f6b-f79c-45b8-b4ff-c6ebacd91096,leader
